Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Real_Price,Log_Return
1926-11-01,13.19,0.68,1.241,17.7,3.4,228.13,11.8,21.46,17.22,228.13,0.007347313018890012
1926-12-01,13.49,0.69,1.24,17.7,3.37,233.31,11.93,21.45,17.68,233.31,0.022452399470178235
1927-01-01,13.4,0.7,1.229,17.5,3.34,234.41,12.19,21.5,17.84,234.41,0.004703677533934559
1927-02-01,13.66,0.7,1.218,17.4,3.34,240.33,12.37,21.43,18.36,240.33,0.02494125998623893
1927-03-01,13.87,0.71,1.208,17.3,3.34,245.43,12.56,21.38,18.81,245.43,0.020998795298581327
1927-04-01,14.21,0.72,1.197,17.3,3.34,251.45,12.68,21.18,19.34,251.45,0.02423238842425713
1927-05-01,14.7,0.72,1.186,17.4,3.34,258.62,12.73,20.87,19.94,258.62,0.02811564024973183
1927-06-01,14.89,0.73,1.175,17.6,3.34,258.99,12.7,20.44,20.01,258.99,0.0014296480478353897
1927-07-01,15.22,0.74,1.164,17.3,3.34,269.32,13.04,20.6,20.85,269.32,0.039110812761539
1927-08-01,16.03,0.74,1.153,17.2,3.33,285.3,13.23,20.52,22.14,285.3,0.057640994542374334
1927-09-01,16.94,0.75,1.143,17.3,3.33,299.76,13.27,20.23,23.29,299.76,0.04944089626597761
1927-01-01,16.68,0.76,1.132,17.4,3.33,293.46,13.31,19.92,22.84,293.46,-0.021240810706111172
1927-11-01,17.06,0.76,1.121,17.3,3.33,301.88,13.51,19.84,23.52,301.88,0.028288243637346847
1927-12-01,17.46,0.77,1.11,17.3,3.33,308.96,13.63,19.64,24.1,308.96,0.02318223126353663
1928-01-01,17.53,0.78,1.133,17.3,3.33,310.2,13.74,20.05,24.22,310.2,0.004005432062234139
1928-02-01,17.32,0.78,1.155,17.1,3.35,310.07,14.02,20.68,24.22,310.07,-0.0004191723020731891
1928-03-01,18.25,0.79,1.177,17.1,3.38,326.72,14.14,21.07,25.51,326.72,0.05230545653593568
1928-04-01,19.4,0.8,1.2,17.1,3.4,347.3,14.26,21.48,27.1,347.3,0.0610854247737275
1928-05-01,20.0,0.8,1.222,17.2,3.42,355.96,14.3,21.75,27.73,355.96,0.02462940523863307
1928-06-01,19.02,0.81,1.245,17.1,3.44,340.5,14.5,22.29,26.48,340.5,-0.04440323939909438
1928-07-01,19.16,0.82,1.268,17.1,3.46,343.01,14.62,22.7,26.61,343.01,0.007344475670338621
1928-08-01,19.78,0.82,1.29,17.1,3.49,354.11,14.74,23.09,27.39,354.11,0.031847998069191044
1928-09-01,21.17,0.83,1.312,17.3,3.51,374.61,14.69,23.22,28.87,374.61,0.056277885466066796
1928-01-01,21.6,0.84,1.335,17.2,3.53,384.44,14.89,23.76,29.5,384.44,0.025902245159920113
1928-11-01,23.06,0.84,1.357,17.2,3.56,410.42,15.01,24.15,31.34,410.42,0.06539329565753473
1928-12-01,23.15,0.85,1.38,17.1,3.58,414.44,15.22,24.71,31.47,414.44,0.00974718577093283
1929-01-01,24.86,0.86,1.399,17.1,3.6,445.05,15.4,25.05,33.59,445.05,0.07125842402138954
1929-02-01,24.99,0.87,1.418,17.1,3.57,447.38,15.57,25.39,33.56,447.38,0.005221709925025681
1929-03-01,25.43,0.88,1.438,17.0,3.55,457.93,15.85,25.89,34.13,457.93,0.023307988675288462
1929-04-01,25.28,0.89,1.457,16.9,3.52,457.92,16.12,26.39,33.9,457.92,-2.1837637168537205e-05
1929-05-01,25.66,0.9,1.476,17.0,3.5,462.07,16.21,26.58,33.97,462.07,0.009021898387906697
1929-06-01,26.15,0.91,1.495,17.1,3.47,468.14,16.29,26.76,34.17,468.14,0.013051001725765655
1929-07-01,28.48,0.92,1.514,17.3,3.44,503.96,16.28,26.79,36.51,503.96,0.07372950336067058
1929-08-01,30.1,0.93,1.533,17.3,3.42,532.63,16.46,27.13,38.29,532.63,0.05533009940131568
1929-09-01,31.3,0.94,1.552,17.3,3.39,553.86,16.63,27.46,39.5,553.86,0.03908494798637057
1929-01-01,27.99,0.95,1.572,17.3,3.37,495.29,16.81,27.82,35.05,495.29,-0.11176849762370893
1929-11-01,20.58,0.96,1.591,17.3,3.34,364.17,16.99,28.15,25.59,364.17,-0.30752265802858425
1929-12-01,21.4,0.97,1.61,17.2,3.32,380.88,17.26,28.65,26.57,380.88,0.044863573308441256
1930-01-01,21.71,0.97,1.557,17.1,3.29,388.66,17.38,27.87,26.9,388.66,0.020220560550294052
1930-02-01,23.07,0.97,1.503,17.0,3.29,415.43,17.5,27.07,28.53,415.43,0.06660920294517264
1930-03-01,23.94,0.97,1.45,16.9,3.3,433.65,17.62,26.27,29.57,433.65,0.042923628748734455
1930-04-01,25.46,0.97,1.397,17.0,3.3,458.47,17.53,25.16,31.04,458.47,0.0556571016729161
1930-05-01,23.94,0.97,1.343,16.9,3.31,433.65,17.65,24.33,29.17,433.65,-0.055657101672916175
1930-06-01,21.52,0.98,1.29,16.8,3.31,392.13,17.77,23.51,26.24,392.13,-0.10064433966489458
1930-07-01,21.06,0.98,1.237,16.6,3.32,388.38,18.0,22.81,25.85,388.38,-0.009609175680096303
1930-08-01,20.79,0.98,1.183,16.5,3.32,385.72,18.12,21.95,25.56,385.72,-0.0068725241432900696
1930-09-01,20.78,0.98,1.13,16.6,3.32,383.21,18.03,20.84,25.29,383.21,-0.006528575852570972
1930-01-01,17.92,0.98,1.077,16.5,3.33,332.47,18.15,19.98,21.88,332.47,-0.14203351132818476
1930-11-01,16.62,0.98,1.023,16.4,3.33,310.23,18.28,19.1,20.38,310.23,-0.06923567259643465
1930-12-01,15.51,0.98,0.97,16.1,3.34,294.91,18.63,18.44,19.35,294.91,-0.050643732818754915
1931-01-01,15.98,0.97,0.94,15.9,3.34,307.67,18.61,18.1,20.17,307.67,0.042357554966000424
1931-02-01,17.2,0.95,0.91,15.7,3.37,335.38,18.59,17.74,21.96,335.38,0.08623643730672442
1931-03-01,17.53,0.94,0.88,15.6,3.4,344.0,18.45,17.27,22.49,344.0,0.025377440054434885
1931-04-01,15.86,0.93,0.85,15.5,3.42,313.24,18.3,16.79,20.46,313.24,-0.09367198749066144
1931-05-01,14.33,0.91,0.82,15.3,3.45,286.72,18.27,16.41,18.72,286.72,-0.08846354009617123
1931-06-01,13.87,0.9,0.79,15.1,3.48,281.19,18.25,16.02,18.36,281.19,-0.019475532360061627
1931-07-01,14.33,0.89,0.76,15.1,3.51,290.52,17.98,15.41,18.96,290.52,0.03264182331146325
1931-08-01,13.9,0.87,0.73,15.1,3.54,281.8,17.7,14.8,18.38,281.8,-0.030474821273387482
1931-09-01,11.83,0.86,0.7,15.0,3.57,241.43,17.55,14.29,15.76,241.43,-0.15461802346051706
1931-01-01,10.25,0.85,0.67,14.9,3.6,210.59,17.4,13.77,13.76,210.59,-0.13666646081237588
1931-11-01,10.39,0.83,0.64,14.7,3.62,216.37,17.35,13.33,14.16,216.37,0.02707679000765127
1931-12-01,8.44,0.82,0.61,14.6,3.65,176.97,17.19,12.79,11.61,176.97,-0.20100967851624474
1932-01-01,8.3,0.79,0.5933,14.3,3.68,177.68,16.98,12.7,11.69,177.68,0.004003952903078417
1932-02-01,8.23,0.77,0.5767,14.1,3.65,178.68,16.65,12.52,11.79,178.68,0.005612316897746031
1932-03-01,8.26,0.74,0.56,14.0,3.62,180.62,16.18,12.25,11.95,180.62,0.010798880338734763
1932-04-01,6.28,0.71,0.5433,13.9,3.59,138.31,15.71,11.97,9.19,138.31,-0.26689783418603613
1932-05-01,5.51,0.69,0.5267,13.7,3.56,123.12,15.34,11.77,8.24,123.12,-0.11633805310599278
1932-06-01,4.77,0.66,0.51,13.6,3.53,107.37,14.86,11.48,7.24,107.37,-0.13687867608457963
1932-07-01,5.01,0.63,0.4933,13.6,3.5,112.77,14.26,11.1,7.65,112.77,0.04906953279815209
1932-08-01,7.53,0.61,0.4767,13.5,3.46,170.75,13.76,10.81,11.63,170.75,0.4148501522067032
1932-09-01,8.26,0.58,0.46,13.4,3.43,188.7,13.25,10.51,12.89,188.7,0.09995795392360511
1932-01-01,7.12,0.55,0.4433,13.3,3.4,163.88,12.74,10.2,11.24,163.88,-0.14102399969583418
1932-11-01,7.05,0.53,0.4267,13.2,3.37,163.5,12.21,9.9,11.26,163.5,-0.002321462341362236
1932-12-01,6.82,0.5,0.41,13.1,3.34,159.37,11.68,9.58,11.03,159.37,-0.025584447465765752
1933-01-01,7.09,0.5,0.4125,12.9,3.31,168.25,11.75,9.79,11.69,168.25,0.05422242565329486
1933-02-01,6.25,0.49,0.415,12.7,3.29,150.65,11.81,10.0,10.52,150.65,-0.11049170294852691
1933-03-01,6.23,0.48,0.4175,12.6,3.28,151.36,11.78,10.14,10.63,151.36,0.0047018397272578965
1933-04-01,6.89,0.48,0.42,12.6,3.26,167.4,11.66,10.2,11.81,167.4,0.1007250527518068
1933-05-01,8.87,0.48,0.4225,12.6,3.25,215.5,11.54,10.26,15.25,215.5,0.25257475148842756
1933-06-01,10.39,0.47,0.425,12.7,3.23,250.45,11.33,10.24,17.77,250.45,0.1502983902598232
1933-07-01,11.23,0.46,0.4275,13.1,3.22,262.43,10.87,9.99,18.66,262.43,0.04672507999950822
1933-08-01,10.67,0.46,0.43,13.2,3.2,247.45,10.67,9.97,17.65,247.45,-0.05877583840523901
1933-09-01,10.58,0.46,0.4325,13.2,3.18,245.37,10.55,10.03,17.55,245.37,-0.008441265982902612
1933-01-01,9.55,0.45,0.435,13.2,3.17,221.48,10.44,10.09,15.9,221.48,-0.10243498346022605
1933-11-01,9.78,0.44,0.4375,13.2,3.15,226.81,10.32,10.15,16.33,226.81,0.02378037063757818
1933-12-01,9.97,0.44,0.44,13.2,3.14,231.22,10.2,10.2,16.71,231.22,0.019256975654831105
1934-01-01,10.54,0.44,0.4442,13.2,3.12,244.44,10.22,10.3,17.72,244.44,0.05560024177953909
1934-02-01,11.32,0.44,0.4483,13.3,3.09,260.55,10.17,10.32,18.95,260.55,0.06382490132850886
1934-03-01,10.74,0.44,0.4525,13.3,3.06,247.2,10.19,10.42,18.04,247.2,-0.052597055771687974
1934-04-01,10.92,0.44,0.4567,13.3,3.04,251.35,10.2,10.51,18.4,251.35,0.016648664555048653
1934-05-01,9.81,0.44,0.4608,13.3,3.01,225.8,10.22,10.61,16.58,225.8,-0.10719673842302255
1934-06-01,9.94,0.44,0.465,13.4,2.98,227.08,10.17,10.62,16.73,227.08,0.0056527265869638025
1934-07-01,9.47,0.45,0.4692,13.4,2.96,216.35,10.18,10.72,16.0,216.35,-0.04840491163163171
1934-08-01,9.1,0.45,0.4733,13.4,2.93,207.89,10.21,10.81,15.43,207.89,-0.039888373011871016
1934-09-01,8.88,0.45,0.4775,13.6,2.9,199.88,10.07,10.75,14.89,199.88,-0.03929190718301845
1934-01-01,8.95,0.45,0.4817,13.5,2.87,202.95,10.17,10.92,15.17,202.95,0.01524245680890251
1934-11-01,9.2,0.45,0.4858,13.5,2.84,208.62,10.19,11.02,15.65,208.62,0.027554771962918417
1934-12-01,9.26,0.45,0.49,13.4,2.82,211.55,10.28,11.19,15.92,211.55,0.013946961918251512
1935-01-01,9.26,0.45,0.57,13.6,2.79,208.44,10.13,12.83,15.73,208.44,-0.014810147125062656
1935-02-01,8.98,0.45,0.65,13.7,2.78,200.66,10.06,14.52,15.18,200.66,-0.038039296543547124
1935-03-01,8.41,0.45,0.73,13.7,2.77,187.92,10.06,16.31,14.24,187.92,-0.0655955931468094
1935-04-01,9.04,0.45,0.756667,13.8,2.76,200.54,9.91,16.79,15.2,200.54,0.064997387745122
1935-05-01,9.75,0.44,0.783333,13.8,2.74,216.29,9.83,17.38,16.4,216.29,0.07560637170943106
1935-06-01,10.12,0.44,0.81,13.7,2.73,226.13,9.83,18.1,17.14,226.13,0.04448995532969243
1935-07-01,10.65,0.44,0.793333,13.7,2.72,237.98,9.83,17.73,18.02,237.98,0.051076581392104706
1935-08-01,11.37,0.44,0.776667,13.7,2.71,254.06,9.83,17.35,19.22,254.06,0.06538382306830728
1935-09-01,11.61,0.44,0.76,13.7,2.7,259.43,9.83,16.98,19.62,259.43,0.0209164571033788
1935-01-01,11.92,0.45,0.76,13.7,2.68,266.35,10.06,16.98,20.14,266.35,0.026324316664314645
1935-11-01,13.04,0.46,0.76,13.8,2.67,289.27,10.2,16.86,21.87,289.27,0.08254927465922539
1935-12-01,13.04,0.47,0.76,13.8,2.66,289.27,10.43,16.86,21.87,289.27,0.0
1936-01-01,13.76,0.48,0.77,13.8,2.65,305.24,10.65,17.08,23.08,305.24,0.053737844399198924
1936-02-01,14.55,0.49,0.78,13.8,2.65,322.76,10.87,17.3,24.41,322.76,0.055810660558873425
1936-03-01,14.86,0.5,0.79,13.7,2.66,332.05,11.17,17.65,25.1,332.05,0.02837654700641683
1936-04-01,14.88,0.52,0.82,13.7,2.66,332.49,11.54,18.32,25.13,332.49,0.0013242244689487706
1936-05-01,14.09,0.53,0.85,13.7,2.66,314.84,11.92,18.99,23.79,314.84,-0.054545211181422124
1936-06-01,14.69,0.55,0.88,13.8,2.66,325.87,12.2,19.52,24.6,325.87,0.03443395555522418
1936-07-01,15.56,0.57,0.9,13.9,2.66,342.69,12.55,19.82,25.84,342.69,0.05032771958449194
1936-08-01,15.87,0.59,0.92,14.0,2.67,347.02,12.9,20.12,26.13,347.02,0.012556166759560106
1936-09-01,16.05,0.61,0.94,14.0,2.67,350.95,13.34,20.55,26.4,350.95,0.011261348002904821
1936-01-01,16.89,0.65,0.966667,14.0,2.67,369.32,14.14,21.14,27.73,369.32,0.051019713727996595
1936-11-01,17.36,0.68,0.993333,14.0,2.68,379.6,14.94,21.72,28.45,379.6,0.027454589831345733
1936-12-01,17.06,0.72,1.02,14.0,2.68,373.04,15.74,22.3,27.9,373.04,-0.01743241423570737
1937-01-01,17.59,0.73,1.05,14.1,2.68,381.9,15.85,22.8,28.5,381.9,0.023473141731405068
1937-02-01,18.11,0.74,1.08,14.1,2.67,393.19,16.07,23.45,29.26,393.19,0.029134161368184284
1937-03-01,18.09,0.75,1.11,14.2,2.66,389.99,16.17,23.93,28.93,389.99,-0.008171857830340308
1937-04-01,17.01,0.78,1.13,14.3,2.65,364.14,16.7,24.19,26.93,364.14,-0.06858268869349561
1937-05-01,16.25,0.81,1.15,14.4,2.64,345.46,17.22,24.45,25.47,345.46,-0.05266154681068047
1937-06-01,15.64,0.84,1.17,14.4,2.63,332.49,17.86,24.87,24.45,332.49,-0.038267077809466914
1937-07-01,16.57,0.82,1.18667,14.5,2.62,349.83,17.24,25.05,25.63,349.83,0.05083753774467976
1937-08-01,16.74,0.79,1.20333,14.5,2.61,353.42,16.75,25.4,25.79,353.42,0.01020982917955842
1937-09-01,14.37,0.77,1.22,14.6,2.6,301.3,16.15,25.58,21.91,301.3,-0.15955070524365397
1937-01-01,12.28,0.78,1.19,14.6,2.59,257.48,16.35,24.95,18.67,257.48,-0.15716439895184034
1937-11-01,11.2,0.79,1.16,14.5,2.58,236.46,16.68,24.49,17.11,236.46,-0.08516298674944776
1937-12-01,11.02,0.8,1.13,14.4,2.57,234.27,17.01,24.02,16.93,234.27,-0.00930476409227392
1938-01-01,11.31,0.79,1.07667,14.2,2.56,243.82,17.1,23.21,17.59,243.82,0.03995595179430671
1938-02-01,11.04,0.79,1.02333,14.1,2.54,239.69,17.08,22.22,17.28,239.69,-0.017083826382101142
1938-03-01,10.31,0.78,0.97,14.1,2.53,223.84,16.93,21.06,16.14,223.84,-0.06841491083772804
1938-04-01,9.89,0.77,0.903333,14.2,2.51,213.21,16.53,19.47,15.39,213.21,-0.04865391541025755
1938-05-01,9.98,0.75,0.836667,14.1,2.49,216.68,16.36,18.17,15.68,216.68,0.01614401528278469
1938-06-01,10.21,0.74,0.77,14.1,2.48,221.67,16.07,16.72,16.08,221.67,0.02276817867896767
1938-07-01,12.24,0.71,0.72,14.1,2.46,265.74,15.49,15.63,19.33,265.74,0.1813285976944959
1938-08-01,12.31,0.69,0.67,14.1,2.44,267.26,14.91,14.55,19.51,267.26,0.00570358018975293
1938-09-01,11.75,0.66,0.62,14.1,2.43,255.11,14.33,13.46,18.69,255.11,-0.04652714265985882
1938-01-01,13.06,0.61,0.626667,14.0,2.41,285.57,13.34,13.7,21.01,285.57,0.11279235823826758
1938-11-01,13.07,0.56,0.633333,14.0,2.39,285.79,12.25,13.85,21.1,285.79,0.0007700924491475171
1938-12-01,12.69,0.51,0.64,14.0,2.38,277.48,11.15,13.99,20.56,277.48,-0.029508416863370548
1939-01-01,12.5,0.51,0.663333,14.0,2.36,273.33,11.22,14.5,20.32,273.33,-0.015069002123223884
1939-02-01,12.4,0.52,0.686667,13.9,2.35,273.09,11.38,15.12,20.38,273.09,-0.0008784452085696913
1939-03-01,12.39,0.52,0.71,13.9,2.34,272.87,11.45,15.64,20.43,272.87,-0.0008059198912286929
1939-04-01,10.83,0.52,0.726667,13.8,2.32,240.24,11.61,16.12,18.05,240.24,-0.12735706761900353
1939-05-01,11.23,0.53,0.743333,13.8,2.31,249.12,11.68,16.49,18.78,249.12,0.03629628441061333
1939-06-01,11.43,0.53,0.76,13.8,2.3,253.55,11.76,16.86,19.18,253.55,0.01762633415533986
1939-07-01,11.71,0.54,0.776667,13.8,2.28,259.76,11.98,17.23,19.71,259.76,0.02419708555356243
1939-08-01,11.54,0.55,0.793333,13.8,2.27,255.99,12.2,17.6,19.48,255.99,-0.014619746577987274
1939-09-01,12.77,0.56,0.81,14.1,2.26,277.25,12.16,17.59,21.15,277.25,0.0797812450138732
1939-01-01,12.9,0.58,0.84,14.0,2.25,282.07,12.68,18.37,21.57,282.07,0.01723564085477972
1939-11-01,12.67,0.6,0.87,14.0,2.24,277.05,13.12,19.02,21.24,277.05,-0.017957271771897373
1939-12-01,12.37,0.62,0.9,14.0,2.22,270.49,13.56,19.68,20.78,270.49,-0.023962866286886948
1940-01-01,12.3,0.62,0.93,13.9,2.21,270.89,13.73,20.48,20.86,270.89,0.0014777053928370586
1940-02-01,12.22,0.63,0.96,14.0,2.19,267.21,13.7,20.99,20.61,267.21,-0.013677968307421174
1940-03-01,12.15,0.63,0.99,14.0,2.17,265.67,13.78,21.65,20.51,265.67,-0.005779929017053065
1940-04-01,12.27,0.64,1.00667,14.0,2.14,268.3,13.92,22.01,20.71,268.3,0.009850820336743797
1940-05-01,10.58,0.64,1.02333,14.0,2.12,231.34,14.07,22.38,17.86,231.34,-0.14821726756432296
1940-06-01,9.67,0.65,1.04,14.1,2.1,209.95,14.11,22.58,16.21,209.95,-0.09701908273705329
1940-07-01,9.99,0.66,1.05333,14.0,2.08,218.44,14.36,23.03,16.86,218.44,0.039641970153750705
1940-08-01,10.2,0.66,1.06667,14.0,2.06,223.04,14.5,23.32,17.2,223.04,0.020839750288205994
1940-09-01,10.63,0.67,1.08,14.0,2.04,232.44,14.65,23.62,17.89,232.44,0.04128099963474584
1940-01-01,10.73,0.67,1.07,14.0,2.02,234.62,14.65,23.4,18.02,234.62,0.009335056870669548
1940-11-01,10.98,0.67,1.06,14.0,1.99,240.09,14.65,23.18,18.39,240.09,0.023046668969490276
1940-12-01,10.53,0.67,1.05,14.1,1.97,228.62,14.55,22.8,17.47,228.62,-0.048952616449432065
1941-01-01,10.55,0.67,1.05333,14.1,1.95,229.05,14.62,22.87,17.46,229.05,0.0018790837351186967
1941-02-01,9.89,0.68,1.05667,14.1,1.99,214.72,14.69,22.94,16.33,214.72,-0.06460546654943419
1941-03-01,9.95,0.68,1.06,14.2,2.04,214.5,14.66,22.85,16.27,214.5,-0.001025115415245297
1941-04-01,9.64,0.68,1.07,14.3,2.08,206.37,14.63,22.91,15.62,206.37,-0.03863906416203917
1941-05-01,9.43,0.69,1.08,14.4,2.12,200.47,14.6,22.96,15.14,200.47,-0.029006064589647676
1941-06-01,9.76,0.69,1.09,14.7,2.16,203.25,14.37,22.7,15.31,203.25,0.013772138811535068
1941-07-01,10.26,0.69,1.12333,14.7,2.2,213.66,14.44,23.39,16.05,213.66,0.049949218089821404
1941-08-01,10.21,0.7,1.15667,14.9,2.25,209.77,14.31,23.76,15.7,209.77,-0.018374274107043054
1941-09-01,10.24,0.7,1.19,15.1,2.29,207.6,14.19,24.13,15.48,207.6,-0.010398541118964717
1941-01-01,9.83,0.7,1.18,15.3,2.33,196.68,14.07,23.61,14.6,196.68,-0.05403510874799489
1941-11-01,9.37,0.71,1.17,15.4,2.38,186.26,14.05,23.26,13.78,186.26,-0.05443449545022696
1941-12-01,8.76,0.71,1.16,15.5,2.42,173.01,14.02,22.91,12.76,173.01,-0.07379415079808083
1942-01-01,8.93,0.7,1.12,15.7,2.46,174.12,13.71,21.84,12.81,174.12,0.006395320388665985
1942-02-01,8.65,0.7,1.08,15.8,2.46,167.6,13.5,20.93,12.3,167.6,-0.038164528636114164
1942-03-01,8.18,0.69,1.04,16.0,2.46,156.51,13.2,19.9,11.47,156.51,-0.0684602823455717
1942-04-01,7.84,0.68,1.02,16.1,2.46,149.07,12.93,19.39,10.92,149.07,-0.04870391142007217
1942-05-01,7.93,0.67,1.0,16.3,2.46,148.93,12.58,18.78,10.9,148.93,-0.000939597384562606
1942-06-01,8.33,0.66,0.98,16.3,2.46,156.44,12.4,18.41,11.44,156.44,0.04919615298953708
1942-07-01,8.64,0.65,0.966667,16.4,2.46,161.28,12.07,18.04,11.78,161.28,0.030469434995690433
1942-08-01,8.59,0.63,0.953333,16.5,2.47,159.37,11.75,17.69,11.63,159.37,-0.011913442011461491
1942-09-01,8.68,0.62,0.94,16.5,2.47,161.04,11.5,17.44,11.75,161.04,0.010424238459993622
1942-01-01,9.32,0.61,0.97,16.7,2.47,170.84,11.18,17.78,12.44,170.84,0.0590746646417297
1942-11-01,9.47,0.6,1.0,16.8,2.47,172.56,10.93,18.22,12.54,172.56,0.010017556107635146
1942-12-01,9.52,0.59,1.03,16.9,2.47,172.45,10.69,18.66,12.5,172.45,-0.000637662698051143
1943-01-01,10.09,0.59,1.04333,16.9,2.47,182.77,10.69,18.9,13.21,182.77,0.05812119238350102
1943-02-01,10.69,0.59,1.05667,16.9,2.47,193.64,10.69,19.14,13.95,193.64,0.05777223330514278
1943-03-01,11.07,0.59,1.07,17.2,2.47,197.03,10.5,19.04,14.15,197.03,0.01735523633638286
1943-04-01,11.44,0.59,1.08,17.4,2.47,201.27,10.38,19.0,14.4,201.27,0.021291288835030044
1943-05-01,11.89,0.59,1.09,17.5,2.47,207.99,10.32,19.07,14.83,207.99,0.03284271137960226
1943-06-01,12.1,0.59,1.1,17.5,2.47,211.67,10.32,19.24,15.03,211.67,0.017538456509570224
1943-07-01,12.35,0.59,1.09333,17.4,2.48,217.28,10.44,19.24,15.37,217.28,0.02615838623825227
1943-08-01,11.74,0.6,1.08667,17.3,2.48,207.74,10.56,19.23,14.65,207.74,-0.044899546570665916
1943-09-01,11.99,0.6,1.08,17.4,2.48,210.95,10.56,19.0,14.82,210.95,0.015333840770682247
1943-01-01,11.88,0.6,1.03333,17.4,2.48,209.01,10.61,18.18,14.63,209.01,-0.009239040860210488
1943-11-01,11.33,0.61,0.986667,17.4,2.48,199.33,10.67,17.36,13.92,199.33,-0.04742035497546288
1943-12-01,11.48,0.61,0.94,17.4,2.48,201.97,10.73,16.54,14.07,201.97,0.013157428785622592
1944-01-01,11.85,0.61,0.936667,17.4,2.48,208.48,10.79,16.48,14.49,208.48,0.03172394185623794
1944-02-01,11.77,0.62,0.933333,17.4,2.47,207.08,10.85,16.42,14.37,207.08,-0.006737921342834277
1944-03-01,12.1,0.62,0.93,17.4,2.46,212.88,10.91,16.36,14.75,212.88,0.02762343463573295
1944-04-01,11.89,0.62,0.926667,17.5,2.45,207.99,10.9,16.21,14.39,207.99,-0.023238625046924963
1944-05-01,12.1,0.63,0.923333,17.5,2.44,211.67,10.96,16.15,14.62,211.67,0.017538456509570224
1944-06-01,12.67,0.63,0.92,17.6,2.43,220.38,10.96,16.0,15.2,220.38,0.04032487092755193
1944-07-01,13.0,0.63,0.913333,17.7,2.42,224.84,10.95,15.8,15.48,224.84,0.020035709074243374
1944-08-01,12.81,0.64,0.906667,17.7,2.42,221.55,11.01,15.68,15.23,221.55,-0.014740740488375677
1944-09-01,12.6,0.64,0.9,17.7,2.41,217.92,11.07,15.57,14.97,217.92,-0.01652027468435111
1944-01-01,12.91,0.64,0.91,17.7,2.4,223.28,11.07,15.74,15.32,223.28,0.024298566266919317
1944-11-01,12.82,0.64,0.92,17.7,2.39,221.73,11.07,15.91,15.19,221.73,-0.00696616376316168
1944-12-01,13.1,0.64,0.93,17.8,2.38,225.3,11.01,15.99,15.41,225.3,0.015972421973293734
1945-01-01,13.49,0.64,0.94,17.8,2.37,232.0,11.06,16.17,15.85,232.0,0.02930452422811119
1945-02-01,13.94,0.65,0.95,17.8,2.36,239.74,11.12,16.34,16.36,239.74,0.032817631112643755
1945-03-01,13.93,0.65,0.96,17.8,2.34,239.57,11.18,16.51,16.34,239.57,-0.0007093530580560472
1945-04-01,14.28,0.65,0.973333,17.8,2.33,245.59,11.18,16.74,16.75,245.59,0.024817829110767957
1945-05-01,14.82,0.65,0.986667,17.9,2.31,253.45,11.12,16.87,17.28,253.45,0.03150308608669254
1945-06-01,15.09,0.65,1.0,18.1,2.3,255.22,10.99,16.91,17.39,255.22,0.006959353387471957
1945-07-01,14.78,0.65,0.996667,18.1,2.28,249.98,11.05,16.86,17.04,249.98,-0.020745003643754558
1945-08-01,14.83,0.66,0.993333,18.1,2.26,250.82,11.11,16.8,17.09,250.82,0.0033546357338279697
1945-09-01,15.84,0.66,0.99,18.1,2.25,267.9,11.16,16.74,18.25,267.9,0.0658782261546592
1945-01-01,16.5,0.66,0.98,18.1,2.24,279.07,11.16,16.57,19.0,279.07,0.04084886985899813
1945-11-01,17.04,0.66,0.97,18.1,2.22,288.2,11.16,16.41,19.61,288.2,0.032192037155860616
1945-12-01,17.33,0.66,0.96,18.2,2.2,291.49,11.1,16.15,19.82,291.49,0.011351016319360486
1946-01-01,18.02,0.67,0.94,18.2,2.19,303.1,11.21,15.81,20.6,303.1,0.03905708417897549
1946-02-01,18.07,0.67,0.92,18.1,2.19,305.62,11.39,15.56,20.77,305.62,0.008279716113353557
1946-03-01,17.53,0.68,0.9,18.3,2.2,293.25,11.38,15.06,19.93,293.25,-0.04131701264352631
1946-04-01,18.66,0.68,0.88,18.4,2.2,310.45,11.31,14.64,21.1,310.45,0.056997370277317015
1946-05-01,18.7,0.68,0.86,18.5,2.21,309.44,11.25,14.23,21.05,309.44,-0.003258645545972282
1946-06-01,18.58,0.68,0.84,18.7,2.22,304.16,11.13,13.75,20.71,304.16,-0.017210333524810384
1946-07-01,18.05,0.68,0.856667,19.8,2.22,279.07,10.57,13.24,19.04,279.07,-0.08609123233055803
1946-08-01,17.7,0.69,0.873333,20.2,2.22,268.24,10.41,13.24,18.34,268.24,-0.03958054425158785
1946-09-01,15.09,0.69,0.89,20.4,2.23,226.44,10.35,13.36,15.53,226.44,-0.16940209298951397
1946-01-01,14.75,0.7,0.946667,20.8,2.24,217.09,10.25,13.93,14.93,217.09,-0.04216799506779514
1946-11-01,14.69,0.7,1.00333,21.3,2.24,211.13,10.11,14.42,14.57,211.13,-0.027837956600672405
1946-12-01,15.13,0.71,1.06,21.5,2.24,215.43,10.11,15.09,14.9,215.43,0.020161973290344318
1947-01-01,15.21,0.71,1.13,21.5,2.25,216.57,10.16,16.09,15.02,216.57,0.005277790028843494
1947-02-01,15.8,0.72,1.2,21.5,2.27,224.97,10.2,17.09,15.64,224.97,0.038053239162228476
1947-03-01,15.16,0.72,1.27,21.9,2.28,211.91,10.06,17.75,14.76,211.91,-0.0598054037489332
