Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Real_Price,Log_Return
1947-04-01,14.6,0.73,1.32667,21.9,2.3,204.08,10.25,18.54,14.24,204.08,-0.03764958239891857
1947-05-01,14.34,0.75,1.38333,21.9,2.31,200.45,10.44,19.34,14.01,200.45,-0.017947234745040133
1947-06-01,14.84,0.76,1.44,22.0,2.33,206.5,10.58,20.04,14.45,206.5,0.02973557331257152
1947-07-01,15.77,0.77,1.47667,22.2,2.34,217.46,10.62,20.36,15.23,217.46,0.051714513168516045
1947-08-01,15.46,0.78,1.51333,22.5,2.36,210.34,10.61,20.59,14.74,210.34,-0.03328965647772111
1947-09-01,15.06,0.79,1.55,23.0,2.38,200.45,10.51,20.63,14.06,200.45,-0.04816043000336643
1947-01-01,15.45,0.81,1.57,23.0,2.39,205.64,10.74,20.9,14.44,205.64,0.025562228098787984
1947-11-01,15.27,0.82,1.59,23.1,2.41,202.36,10.91,21.07,14.21,202.36,-0.01607877776356845
1947-12-01,15.03,0.84,1.61,23.4,2.42,196.63,10.99,21.06,13.82,196.63,-0.028724499252269806
1948-01-01,14.83,0.84,1.64333,23.7,2.44,191.56,10.89,21.23,13.47,191.56,-0.026122714697056973
1948-02-01,14.1,0.85,1.67667,23.5,2.43,183.68,11.03,21.84,12.92,183.68,-0.04200596234320702
1948-03-01,14.3,0.85,1.71,23.4,2.42,187.08,11.12,22.37,13.16,187.08,0.01834121972648381
1948-04-01,15.4,0.85,1.76,23.8,2.41,198.08,10.93,22.64,13.91,198.08,0.05713465663854576
1948-05-01,16.15,0.85,1.81,23.9,2.4,206.86,10.89,23.18,14.5,206.86,0.04337124645342635
1948-06-01,16.82,0.85,1.86,24.1,2.39,213.65,10.8,23.63,14.93,213.65,0.032296926140376304
1948-07-01,16.42,0.86,1.93,24.4,2.38,206.01,10.75,24.21,14.34,206.01,-0.036414450789339275
1948-08-01,15.94,0.86,2.0,24.5,2.36,199.17,10.79,24.99,13.8,199.17,-0.03376597990151705
1948-09-01,15.76,0.87,2.07,24.5,2.35,196.92,10.87,25.86,13.58,196.92,-0.011361176509177784
1948-01-01,16.19,0.89,2.14333,24.4,2.34,203.12,11.17,26.89,13.93,203.12,0.030999382506423177
1948-11-01,15.29,0.91,2.21667,24.2,2.33,193.42,11.51,28.04,13.19,193.42,-0.04893294710760597
1948-12-01,15.19,0.93,2.29,24.1,2.32,192.95,11.81,29.09,13.07,192.95,-0.002432902305189417
1949-01-01,15.36,0.95,2.32,24.0,2.31,195.92,12.08,29.59,13.19,195.92,0.015275324660284525
1949-02-01,14.77,0.96,2.35,23.8,2.31,189.98,12.39,30.23,12.71,189.98,-0.030787609181875918
1949-03-01,14.91,0.98,2.38,23.8,2.31,191.78,12.61,30.61,12.74,191.78,0.009430078263498757
1949-04-01,14.89,0.99,2.38667,23.9,2.31,190.72,12.72,30.57,12.59,190.72,-0.005542497848550224
1949-05-01,14.78,1.01,2.39333,23.8,2.31,190.11,12.95,30.78,12.48,190.11,-0.0032035318734495205
1949-06-01,13.97,1.02,2.4,23.9,2.31,178.94,13.06,30.74,11.68,178.94,-0.060552297884085504
1949-07-01,14.76,1.03,2.39667,23.7,2.32,190.65,13.26,30.96,12.38,190.65,0.0633887321841228
1949-08-01,15.29,1.03,2.39333,23.8,2.32,196.67,13.29,30.78,12.69,196.67,0.031087910936989732
1949-09-01,15.49,1.04,2.39,23.9,2.32,198.41,13.32,30.61,12.74,198.41,0.008808399565816428
1949-01-01,15.89,1.07,2.36667,23.7,2.32,205.25,13.86,30.57,13.1,205.25,0.0338931515261587
1949-11-01,16.11,1.11,2.34333,23.8,2.32,207.21,14.23,30.14,13.17,207.21,0.009504023436453573
1949-12-01,16.54,1.14,2.32,23.6,2.32,214.55,14.79,30.09,13.57,214.55,0.034810039668542465
1950-01-01,16.88,1.15,2.33667,23.5,2.32,219.89,14.98,30.44,13.85,219.89,0.024584609873145424
1950-02-01,17.21,1.16,2.35333,23.5,2.34,224.19,15.11,30.66,14.06,224.19,0.019366485299629203
1950-03-01,17.35,1.17,2.37,23.6,2.36,225.06,15.18,30.74,14.06,225.06,0.0038731267115426054
1950-04-01,17.84,1.18,2.42667,23.6,2.38,231.41,15.31,31.48,14.39,231.41,0.027823995715729324
1950-05-01,18.44,1.19,2.48333,23.7,2.4,238.19,15.37,32.08,14.75,238.19,0.028877645474242722
1950-06-01,18.74,1.2,2.54,23.8,2.42,241.04,15.43,32.67,14.86,241.04,0.011894220310222596
1950-07-01,17.38,1.24,2.6,24.1,2.44,220.77,15.79,33.03,13.55,220.77,-0.0878414592154284
1950-08-01,18.43,1.29,2.66,24.3,2.47,232.18,16.21,33.51,14.19,232.18,0.05039149730327247
1950-09-01,19.08,1.33,2.72,24.4,2.49,239.38,16.69,34.13,14.56,239.38,0.03053931453533454
1950-01-01,19.87,1.38,2.76,24.6,2.51,247.27,17.13,34.35,14.97,247.27,0.032428609573859096
1950-11-01,19.83,1.42,2.8,24.7,2.53,245.77,17.64,34.7,14.81,245.77,-0.006084717783429205
1950-12-01,19.75,1.47,2.84,25.0,2.55,241.84,18.0,34.78,14.51,241.84,-0.016119788764451547
1951-01-01,21.21,1.49,2.83667,25.4,2.57,255.63,17.92,34.19,15.26,255.63,0.055454736036771576
1951-02-01,22.0,1.5,2.83333,25.7,2.58,262.05,17.91,33.75,15.57,262.05,0.024804238740200938
1951-03-01,21.63,1.52,2.83,25.8,2.59,256.65,18.04,33.58,15.18,256.65,-0.02082203624186322
1951-04-01,21.92,1.53,2.79333,25.8,2.6,260.09,18.19,33.14,15.31,260.09,0.013314435957948947
1951-05-01,21.93,1.55,2.75667,25.9,2.61,259.2,18.28,32.58,15.2,259.2,-0.0034277604861413197
1951-06-01,21.55,1.56,2.72,25.9,2.62,254.71,18.44,32.15,14.88,254.71,-0.01747432138671781
1951-07-01,21.93,1.55,2.65,25.9,2.62,259.2,18.28,31.32,15.09,259.2,0.017474321386717843
1951-08-01,22.89,1.53,2.58,25.9,2.63,270.55,18.12,30.49,15.7,270.55,0.042856959610624634
1951-09-01,23.48,1.52,2.51,26.1,2.64,275.4,17.83,29.44,15.94,275.4,0.01776766220581006
1951-01-01,23.36,1.48,2.48667,26.2,2.65,272.94,17.33,29.05,15.76,272.94,-0.008972595484586683
1951-11-01,22.71,1.45,2.46333,26.4,2.66,263.34,16.78,28.56,15.17,263.34,-0.03580601788177013
1951-12-01,23.41,1.41,2.44,26.5,2.67,270.43,16.29,28.19,15.54,270.43,0.026567311832038688
1952-01-01,24.19,1.41,2.42667,26.5,2.68,279.44,16.33,28.03,16.02,279.44,0.03277431573834034
1952-02-01,23.75,1.42,2.41333,26.3,2.69,276.45,16.49,28.09,15.81,276.45,-0.010757627714634559
1952-03-01,23.81,1.42,2.4,26.3,2.7,277.14,16.53,27.94,15.81,277.14,0.002492820886626949
1952-04-01,23.74,1.43,2.38,26.4,2.72,275.28,16.58,27.6,15.66,275.28,-0.00673403218134418
1952-05-01,23.73,1.44,2.36,26.4,2.73,275.17,16.7,27.37,15.61,275.17,-0.00039967300014254355
1952-06-01,24.38,1.45,2.34,26.5,2.74,281.64,16.75,27.03,15.93,281.64,0.023240571161850087
1952-07-01,25.08,1.45,2.34667,26.7,2.76,287.55,16.62,26.91,16.21,287.55,0.02076709850883073
1952-08-01,25.18,1.45,2.35333,26.7,2.77,288.7,16.62,26.98,16.23,288.7,0.003991328509126225
1952-09-01,24.78,1.45,2.36,26.7,2.78,284.11,16.62,27.06,15.92,284.11,-0.016026599554576835
1952-01-01,24.26,1.44,2.37333,26.7,2.79,278.15,16.47,27.21,15.54,278.15,-0.021200950593010387
1952-11-01,25.03,1.42,2.38667,26.7,2.8,286.98,16.32,27.36,15.99,286.98,0.031251990398958526
1952-12-01,26.04,1.41,2.4,26.7,2.82,298.56,16.17,27.52,16.58,298.56,0.03955839073871836
1953-01-01,26.18,1.41,2.41,26.6,2.83,301.29,16.23,27.74,16.67,301.29,0.009102338414378412
1953-02-01,25.86,1.41,2.42,26.5,2.8,298.73,16.29,27.96,16.48,298.73,-0.008533100675288572
1953-03-01,25.99,1.41,2.43,26.6,2.77,299.11,16.23,27.97,16.45,299.11,0.0012712433131781965
1953-04-01,24.71,1.41,2.45667,26.6,2.83,284.38,16.27,28.27,15.59,284.38,-0.05050002674301858
1953-05-01,24.84,1.42,2.48333,26.7,3.05,284.8,16.24,28.47,15.56,284.8,0.0014758075695923275
1953-06-01,23.95,1.42,2.51,26.8,3.11,273.57,16.22,28.67,14.9,273.57,-0.040229648924136954
1953-07-01,24.29,1.42,2.52333,26.8,2.93,277.46,16.22,28.82,15.07,277.46,0.014119248038895674
1953-08-01,24.39,1.42,2.53667,26.9,2.95,277.56,16.16,28.87,15.03,277.56,0.000360347378768783
1953-09-01,23.27,1.42,2.55,26.9,2.87,264.82,16.16,29.02,14.29,264.82,-0.046986776119737374
1953-01-01,23.97,1.43,2.53667,27.0,2.66,271.77,16.21,28.76,14.62,271.77,0.025905770437695336
1953-11-01,24.5,1.44,2.52333,26.9,2.68,278.82,16.39,28.72,14.95,278.82,0.025610291975635986
1953-12-01,24.83,1.45,2.51,26.9,2.59,282.57,16.5,28.56,15.1,282.57,0.013359895177893436
1954-01-01,25.46,1.46,2.52333,26.9,2.48,289.74,16.58,28.72,15.43,289.74,0.02505766161067019
1954-02-01,26.02,1.46,2.53667,26.9,2.47,296.11,16.65,28.87,15.71,296.11,0.021747037797964268
1954-03-01,26.57,1.47,2.55,26.9,2.37,302.37,16.73,29.02,15.97,302.37,0.02092042612342649
1954-04-01,27.63,1.46,2.57333,26.8,2.29,315.61,16.72,29.39,16.6,315.61,0.042855841112915974
1954-05-01,28.73,1.46,2.59667,26.9,2.37,326.95,16.58,29.55,17.12,326.95,0.03529997985947259
1954-06-01,28.96,1.45,2.62,26.9,2.38,329.57,16.5,29.82,17.18,329.57,0.007981520468037514
1954-07-01,30.13,1.46,2.62333,26.9,2.3,342.89,16.58,29.85,17.78,342.89,0.03962092154701415
1954-08-01,30.73,1.46,2.62667,26.9,2.36,349.71,16.65,29.89,18.05,349.71,0.019694543577514094
1954-09-01,31.45,1.47,2.63,26.8,2.38,359.24,16.79,30.04,18.45,359.24,0.02688644920289848
1954-01-01,32.18,1.49,2.67667,26.8,2.43,367.58,17.06,30.57,18.78,367.58,0.022950293234579054
1954-11-01,33.44,1.52,2.72333,26.8,2.48,381.97,17.32,31.11,19.41,381.97,0.038401089453875104
1954-12-01,34.97,1.54,2.77,26.7,2.51,400.95,17.66,31.76,20.26,400.95,0.04849465976183462
1955-01-01,35.6,1.55,2.83333,26.7,2.61,408.17,17.73,32.49,20.5,408.17,0.01784702303634034
1955-02-01,36.79,1.55,2.89667,26.7,2.65,421.81,17.81,33.21,21.06,421.81,0.032871221392712834
1955-03-01,36.5,1.56,2.96,26.7,2.68,418.49,17.89,33.94,20.76,418.49,-0.00790198090065196
1955-04-01,37.76,1.56,3.04667,26.7,2.75,432.94,17.92,34.93,21.33,432.94,0.0339461554902706
1955-05-01,37.6,1.57,3.13333,26.7,2.76,431.1,17.96,35.93,21.1,431.1,-0.004259068518620351
1955-06-01,39.78,1.57,3.22,26.7,2.78,456.1,18.0,36.92,22.16,456.1,0.05637200196456575
1955-07-01,42.69,1.59,3.29333,26.8,2.9,487.63,18.12,37.62,23.5,487.63,0.06684483783767779
1955-08-01,42.43,1.6,3.36667,26.8,2.97,484.66,18.31,38.46,23.17,484.66,-0.006109307382765019
1955-09-01,44.34,1.62,3.44,26.9,2.97,504.6,18.44,39.15,23.93,504.6,0.040318422034389775
1955-01-01,42.11,1.63,3.5,26.9,2.88,479.22,18.51,39.83,22.53,479.22,-0.051606254049604734
1955-11-01,44.95,1.63,3.56,26.9,2.89,511.54,18.59,40.51,23.84,511.54,0.06526600154528484
1955-12-01,45.37,1.64,3.62,26.8,2.96,518.25,18.73,41.35,23.94,518.25,0.013031967613251424
1956-01-01,44.15,1.67,3.64333,26.8,2.9,504.31,19.08,41.62,23.08,504.31,-0.02726659296322327
1956-02-01,44.43,1.7,3.66667,26.8,2.84,507.51,19.42,41.88,23.02,507.51,0.006325256802644473
1956-03-01,47.49,1.73,3.69,26.8,2.96,542.46,19.76,42.15,24.37,542.46,0.06659793482202009
1956-04-01,48.05,1.75,3.66,26.9,3.18,546.82,19.95,41.65,24.34,546.82,0.008005330648332212
1956-05-01,46.54,1.78,3.63,27.0,3.07,527.67,20.14,41.16,23.27,527.67,-0.03564859231331928
1956-06-01,46.27,1.8,3.6,27.2,3.0,520.75,20.26,40.52,22.77,520.75,-0.013201008171261679
1956-07-01,48.78,1.81,3.55333,27.4,3.11,545.0,20.26,39.7,23.62,545.0,0.04551571452216272
1956-08-01,48.49,1.83,3.50667,27.3,3.33,543.74,20.48,39.32,23.37,543.74,-0.002314603234060871
1956-09-01,46.84,1.84,3.46,27.4,3.38,523.32,20.56,38.66,22.31,523.32,-0.03827805978650778
1956-01-01,46.24,1.81,3.44333,27.5,3.34,514.74,20.11,38.33,21.78,514.74,-0.016531212829746636
1956-11-01,45.76,1.77,3.42667,27.5,3.49,509.4,19.74,38.15,21.39,509.4,-0.01042835626757234
1956-12-01,46.44,1.74,3.41,27.6,3.59,515.09,19.3,37.82,21.47,515.09,0.011108080131658035
1957-01-01,45.43,1.74,3.40667,27.6,3.46,503.89,19.26,37.79,20.86,503.89,-0.021983652394763502
1957-02-01,43.47,1.73,3.40333,27.7,3.34,480.41,19.16,37.61,19.76,480.41,-0.04771808430639458
1957-03-01,44.03,1.73,3.4,27.8,3.41,484.85,19.05,37.44,19.82,484.85,0.009199658774698647
1957-04-01,45.05,1.73,3.40667,27.9,3.48,494.3,18.98,37.38,20.09,494.3,0.019303055562358278
1957-05-01,46.78,1.73,3.41333,28.0,3.6,511.45,18.91,37.32,20.66,511.45,0.03410720859010267
1957-06-01,47.55,1.73,3.42,28.1,3.8,518.02,18.85,37.26,20.81,518.02,0.012764022649728276
1957-07-01,48.51,1.74,3.43667,28.3,3.93,524.74,18.82,37.18,20.96,524.74,0.012889050272752917
1957-08-01,45.84,1.75,3.45333,28.3,3.93,495.86,18.93,37.36,19.7,495.86,-0.0566092730073911
1957-09-01,43.98,1.76,3.47,28.3,3.92,475.74,19.04,37.54,18.81,475.74,-0.04142214230574393
1957-01-01,41.24,1.77,3.43667,28.3,3.97,446.1,19.15,37.18,17.55,446.1,-0.06432834437814341
1957-11-01,40.35,1.78,3.40333,28.4,3.72,434.94,19.19,36.68,17.04,434.94,-0.025335051593377785
1957-12-01,40.33,1.79,3.37,28.4,3.21,434.72,19.29,36.33,16.95,434.72,-0.0005059448628037116
1958-01-01,41.12,1.78,3.29333,28.6,3.09,440.14,19.09,35.25,17.09,440.14,0.012390712443351184
1958-02-01,41.26,1.78,3.21667,28.6,3.05,441.64,19.02,34.43,17.09,441.64,0.0034022124495473377
1958-03-01,42.11,1.77,3.14,28.8,2.98,447.61,18.81,33.38,17.26,447.61,0.013427246993498
1958-04-01,42.34,1.76,3.07,28.9,2.88,448.49,18.61,32.52,17.24,448.49,0.0019640671418093194
1958-05-01,43.7,1.74,3.0,28.9,2.92,462.9,18.47,31.78,17.74,462.9,0.03162466333098121
1958-06-01,44.75,1.73,2.93,28.9,2.97,474.02,18.33,31.04,18.12,474.02,0.023738466860532985
1958-07-01,45.98,1.73,2.91333,29.0,3.2,485.37,18.26,30.75,18.51,485.37,0.02366197178759722
1958-08-01,47.7,1.73,2.89667,28.9,3.54,505.27,18.33,30.68,19.23,505.27,0.04018145317911121
1958-09-01,48.96,1.73,2.88,28.9,3.76,518.62,18.33,30.51,19.7,518.62,0.026078497864772246
1958-01-01,50.95,1.74,2.88333,28.9,3.8,539.7,18.4,30.54,20.46,539.7,0.03984199189535865
1958-11-01,52.5,1.74,2.88667,29.0,3.74,554.2,18.4,30.47,20.97,554.2,0.026512202804280835
1958-12-01,53.49,1.75,2.89,28.9,3.86,566.6,18.54,30.61,21.4,566.6,0.022127954967538152
1959-01-01,55.62,1.76,2.96333,29.0,4.02,587.13,18.54,31.28,22.14,587.13,0.0355926729885712
1959-02-01,54.77,1.76,3.03667,28.9,3.96,580.16,18.68,32.17,21.84,580.16,-0.011942332818501308
1959-03-01,56.16,1.77,3.11,28.9,3.99,594.88,18.75,32.94,22.36,594.88,0.025055776966593037
1959-04-01,57.1,1.78,3.20667,29.0,4.12,602.75,18.75,33.85,22.61,602.75,0.013142812528201294
1959-05-01,57.96,1.78,3.30333,29.0,4.31,611.83,18.83,34.87,22.89,611.83,0.014951949085875112
1959-06-01,57.46,1.79,3.4,29.1,4.34,604.47,18.83,35.77,22.56,604.47,-0.012102425115370928
1959-07-01,59.74,1.8,3.41,29.2,4.4,626.3,18.84,35.75,23.31,626.3,0.035477448499582454
1959-08-01,59.4,1.8,3.42,29.2,4.43,622.74,18.91,35.85,23.11,622.74,-0.005700393326114492
1959-09-01,57.05,1.81,3.43,29.3,4.68,596.06,18.91,35.84,22.07,596.06,-0.043787763065962645
1959-01-01,57.0,1.82,3.41667,29.4,4.53,593.51,18.92,35.58,21.91,593.51,-0.004287270031850511
1959-11-01,57.23,1.82,3.40333,29.4,4.53,595.91,18.99,35.44,21.95,595.91,0.004035585843839379
1959-12-01,59.06,1.83,3.39,29.4,4.69,614.96,19.05,35.3,22.59,614.96,0.03146757608959776
1960-01-01,58.03,1.87,3.39,29.3,4.72,606.3,19.5,35.42,22.22,606.3,-0.014182311963191606
1960-02-01,55.78,1.9,3.39,29.4,4.49,580.81,19.82,35.3,21.23,580.81,-0.04295123208446639
1960-03-01,55.02,1.94,3.39,29.4,4.25,572.9,20.2,35.3,20.9,572.9,-0.01371249957868645
1960-04-01,55.73,1.94,3.34667,29.5,4.28,578.32,20.17,34.73,21.06,578.32,0.009416167277509812
1960-05-01,55.22,1.95,3.30333,29.5,4.35,573.03,20.2,34.28,20.83,573.03,-0.00918927732688849
1960-06-01,57.26,1.95,3.26,29.6,4.15,592.19,20.17,33.72,21.49,592.19,0.03288945797266557
1960-07-01,55.84,1.95,3.26333,29.6,3.9,577.51,20.17,33.75,20.94,577.51,-0.02510177107447471
1960-08-01,56.51,1.95,3.26667,29.6,3.8,584.43,20.17,33.78,21.17,584.43,0.011911254997878132
1960-09-01,54.81,1.95,3.27,29.6,3.8,566.85,20.17,33.82,20.51,566.85,-0.03054229479761467
1960-01-01,53.73,1.95,3.27,29.8,3.89,551.95,20.03,33.59,19.96,551.95,-0.026637255999246965
1960-11-01,55.47,1.95,3.27,29.8,3.93,569.83,20.03,33.59,20.59,569.83,0.031880608266131885
1960-12-01,56.8,1.95,3.27,29.8,3.84,583.49,20.03,33.59,21.07,583.49,0.023689242888678765
1961-01-01,59.72,1.95,3.21,29.8,3.84,613.49,20.0,32.98,22.14,613.49,0.050136650480449234
1961-02-01,62.17,1.94,3.15,29.8,3.78,638.66,19.96,32.36,23.03,638.66,0.04020826729523372
1961-03-01,64.12,1.94,3.09,29.8,3.74,658.69,19.93,31.74,23.73,658.69,0.030880782718609782
1961-04-01,65.83,1.94,3.07,29.8,3.78,676.25,19.93,31.54,24.35,676.25,0.02630981604722725
1961-05-01,66.5,1.94,3.05,29.8,3.71,683.14,19.93,31.33,24.58,683.14,0.010136986443038497
1961-06-01,65.62,1.94,3.03,29.8,3.88,674.1,19.93,31.13,24.24,674.1,-0.013321348744336494
1961-07-01,65.44,1.95,3.03667,30.0,3.92,667.77,19.86,30.99,24.0,667.77,-0.009434664988764876
1961-08-01,67.79,1.95,3.04333,29.9,4.04,694.06,20.0,31.16,24.93,694.06,0.0386146092305415
1961-09-01,67.26,1.96,3.05,30.0,3.98,686.34,20.0,31.12,24.63,686.34,-0.011185280335532666
1961-01-01,68.0,1.98,3.09667,30.0,3.92,693.89,20.2,31.6,24.87,693.89,0.010940314737564336
1961-11-01,71.08,2.0,3.14333,30.0,3.94,725.32,20.41,32.08,25.96,725.32,0.04429949028262351
1961-12-01,71.74,2.02,3.19,30.0,4.06,732.05,20.61,32.55,26.16,732.05,0.009235880853666225
1962-01-01,69.07,2.03,3.25,30.0,4.08,704.81,20.68,33.16,25.14,704.81,-0.03792055469592877
1962-02-01,70.22,2.03,3.31,30.1,4.04,714.16,20.68,33.66,25.43,714.16,0.013178763927544123
1962-03-01,70.29,2.04,3.37,30.1,3.93,714.87,20.75,34.27,25.4,714.87,0.0009936811101535895
1962-04-01,68.05,2.05,3.40333,30.2,3.84,689.8,20.75,34.5,24.46,689.8,-0.035699007478519604
1962-05-01,62.99,2.05,3.43667,30.2,3.87,638.51,20.81,34.84,22.59,638.51,-0.07726436344566373
1962-06-01,55.63,2.06,3.47,30.2,3.91,563.9,20.88,35.17,19.92,563.9,-0.12426040624394037
1962-07-01,56.97,2.07,3.49,30.3,4.01,575.58,20.88,35.26,20.29,575.58,0.020501297244774886
1962-08-01,58.52,2.07,3.51,30.3,3.98,591.24,20.95,35.46,20.8,591.24,0.026843798285960747
1962-09-01,58.0,2.08,3.53,30.4,3.98,584.06,20.95,35.55,20.5,584.06,-0.012218309066981863
1962-01-01,56.17,2.1,3.57667,30.4,3.93,565.63,21.11,36.02,19.82,565.63,-0.0320635630827647
1962-11-01,60.04,2.11,3.62333,30.4,3.92,604.6,21.28,36.49,21.13,604.6,0.06662692815123224
1962-12-01,62.64,2.13,3.67,30.4,3.86,630.78,21.45,36.96,22.0,630.78,0.042390066470436825
1963-01-01,65.06,2.14,3.68333,30.4,3.83,655.15,21.52,37.09,22.79,655.15,0.03790706823479969
1963-02-01,65.92,2.14,3.69667,30.4,3.92,663.81,21.58,37.23,23.03,663.81,0.013131746900354922
1963-03-01,65.67,2.15,3.71,30.5,3.93,659.13,21.58,37.24,22.81,659.13,-0.007075180314560726
1963-04-01,68.76,2.17,3.75333,30.5,3.97,690.14,21.75,37.67,23.82,690.14,0.04597369192451414
1963-05-01,70.14,2.18,3.79667,30.5,3.93,703.99,21.91,38.11,24.23,703.99,0.01986967595079985
1963-06-01,70.11,2.2,3.84,30.6,3.99,701.39,22.01,38.42,24.08,701.39,-0.0037000711071453977
1963-07-01,69.07,2.2,3.88,30.7,4.02,688.74,21.97,38.69,23.58,688.74,-0.01820023909909655
1963-08-01,70.98,2.21,3.92,30.7,4.0,707.78,22.0,39.09,24.16,707.78,0.027269469637025683
1963-09-01,72.85,2.21,3.96,30.7,4.08,726.43,22.04,39.49,24.73,726.43,0.026008815051265465
1963-01-01,73.03,2.23,3.98,30.8,4.11,725.86,22.2,39.56,24.63,725.86,-0.0007849672300548783
1963-11-01,72.62,2.26,4.0,30.8,4.12,721.79,22.43,39.76,24.42,721.79,-0.005622920904235301
1963-12-01,74.17,2.28,4.02,30.9,4.13,734.81,22.59,39.83,24.79,734.81,0.01787772453425122
1964-01-01,76.45,2.3,4.07333,30.9,4.17,757.39,22.75,40.35,25.47,757.39,0.030266349923710002
1964-02-01,77.39,2.31,4.12667,30.9,4.15,766.71,22.92,40.88,25.7,766.71,0.012230321073546033
1964-03-01,78.8,2.33,4.18,30.9,4.22,780.67,23.08,41.41,26.08,780.67,0.01804389194429358
1964-04-01,79.94,2.35,4.23,30.9,4.23,791.97,23.25,41.91,26.37,791.97,0.014370986973865662
1964-05-01,80.72,2.36,4.28,30.9,4.2,799.7,23.41,42.4,26.54,799.7,0.009713145028716636
1964-06-01,80.24,2.38,4.33,31.0,4.17,792.38,23.5,42.76,26.2,792.38,-0.009195582609866887
1964-07-01,83.22,2.4,4.37667,31.1,4.19,819.16,23.62,43.08,26.99,819.16,0.03323835024013419
1964-08-01,82.0,2.42,4.42333,31.0,4.19,809.76,23.9,43.68,26.58,809.76,-0.011541517502343753
1964-09-01,83.41,2.44,4.47,31.1,4.2,821.03,24.02,44.0,26.85,821.03,0.013821742122959085
1964-01-01,84.85,2.46,4.49667,31.1,4.19,835.21,24.21,44.26,27.21,835.21,0.01712354064804597
1964-11-01,85.44,2.48,4.52333,31.2,4.15,838.32,24.33,44.38,27.21,838.32,0.0037166989299132693
1964-12-01,83.96,2.5,4.55,31.2,4.18,823.8,24.53,44.64,26.65,823.8,-0.017472107164705996
1965-01-01,86.12,2.52,4.59333,31.2,4.19,844.99,24.69,45.07,27.24,844.99,0.025397010965640895
1965-02-01,86.75,2.53,4.63667,31.2,4.21,851.17,24.86,45.49,27.34,851.17,0.007287080637759508
1965-03-01,86.83,2.55,4.68,31.3,4.21,849.23,24.94,45.77,27.19,849.23,-0.0022818170333426713
1965-04-01,87.97,2.57,4.73333,31.4,4.2,857.64,25.06,46.15,27.37,857.64,0.00985437444784993
1965-05-01,89.28,2.59,4.78667,31.4,4.21,870.42,25.25,46.67,27.68,870.42,0.014791422758977928
1965-06-01,85.04,2.61,4.84,31.6,4.21,823.83,25.28,46.89,26.12,823.83,-0.05501165583398155
1965-07-01,84.91,2.63,4.88667,31.6,4.2,822.57,25.45,47.34,26.01,822.57,-0.0015306125437212891
1965-08-01,86.49,2.64,4.93333,31.6,4.25,837.88,25.61,47.79,26.42,837.88,0.01844130673640249
1965-09-01,89.38,2.66,4.98,31.6,4.29,865.88,25.77,48.24,27.22,865.88,0.032871438694089226
1965-01-01,91.39,2.68,5.05,31.7,4.35,882.55,25.88,48.77,27.67,882.55,0.019069113594633147
1965-11-01,92.15,2.7,5.12,31.7,4.45,889.89,26.07,49.44,27.82,889.89,0.008282415155725722
1965-12-01,91.73,2.72,5.19,31.8,4.62,883.05,26.18,49.96,27.53,883.05,-0.0077160354396336615
1966-01-01,93.32,2.74,5.24,31.8,4.61,898.36,26.38,50.44,27.92,898.36,0.01718905469314188
1966-02-01,92.69,2.76,5.29,32.0,4.83,886.72,26.4,50.61,27.48,886.72,-0.013041617160908377
1966-03-01,88.88,2.78,5.34,32.1,4.87,847.62,26.51,50.93,26.2,847.62,-0.04509683952298568
1966-04-01,91.6,2.8,5.38,32.3,4.75,868.15,26.51,50.99,26.76,868.15,0.02393208863851894
1966-05-01,86.78,2.81,5.42,32.3,4.78,822.47,26.66,51.37,25.28,822.47,-0.05405250297995204
1966-06-01,86.06,2.83,5.46,32.4,4.81,813.13,26.74,51.59,24.93,813.13,-0.01142100944626616
1966-07-01,85.84,2.85,5.47667,32.5,5.02,808.55,26.85,51.59,24.71,808.55,-0.00564847833997575
1966-08-01,80.65,2.87,5.49333,32.7,5.22,755.02,26.87,51.43,23.01,755.02,-0.06849828105955855
1966-09-01,77.81,2.89,5.51,32.7,5.18,728.43,27.06,51.58,22.14,728.43,-0.03585270579761835
1966-01-01,77.13,2.88,5.52333,32.9,5.01,717.68,26.83,51.39,21.75,717.68,-0.01486774591574783
1966-11-01,80.99,2.88,5.53667,32.9,5.16,753.59,26.77,51.52,22.77,753.59,0.04882466628401699
1966-12-01,81.33,2.87,5.55,32.9,4.84,756.76,26.7,51.64,22.79,756.76,0.004197708683173519
1967-01-01,84.45,2.88,5.51667,32.9,4.58,785.79,26.8,51.33,23.59,785.79,0.037643418940717085
1967-02-01,87.36,2.89,5.48333,32.9,4.63,812.87,26.89,51.02,24.32,812.87,0.033881614004235235
1967-03-01,89.42,2.9,5.45,33.0,4.54,829.51,26.9,50.56,24.74,829.51,0.020263969849755155
1967-04-01,90.96,2.9,5.41,33.1,4.59,841.25,26.82,50.03,25.01,841.25,0.01405371594601142
1967-05-01,92.59,2.9,5.37,33.2,4.85,853.75,26.74,49.52,25.3,853.75,0.014749529926062207
1967-06-01,91.43,2.9,5.33,33.3,5.02,840.52,26.66,49.0,24.84,840.52,-0.01561766295952979
1967-07-01,93.01,2.91,5.32,33.4,5.16,852.48,26.64,48.76,25.12,852.48,0.014129000546445005
